,language,chipID,chipRow,chipColumn,term,srgbR,srgbG,srgbB
21237,65,118,D,38,F,241.38299999999998,146.7882,181.65945
21238,65,119,E,20,N,0.0,171.3906,137.7663
21239,65,120,B,31,U,226.74855,229.1226,239.64135
21240,65,121,E,4,F,243.1323,107.3601,47.22345
21241,65,122,G,17,N,0.0,116.0709,56.42895
21242,65,123,G,25,N,0.0,107.6508,125.4702
21243,65,124,C,14,P,182.39385,215.2455,68.1513
21244,65,125,E,5,F,239.80455,111.6135,0.0
21245,65,126,D,40,R,235.42365,152.42625,162.2718
21246,65,127,I,21,K,6.85695,56.21475,51.1989
21247,65,128,C,12,P,212.18805,208.18200000000002,0.0
21248,65,129,B,1,U,242.1378,225.77445,225.38175
21249,65,130,H,12,K,75.57945,74.3376,29.3046
21250,65,131,H,35,J,110.81025,45.07125,116.7492
21251,65,132,G,4,F,180.3411,48.9039,0.0
21252,65,133,H,18,N,0.0,86.3073,54.71025
21253,65,134,I,5,K,76.12005,39.4893,28.95525
21254,65,135,G,37,F,159.72435,57.3954,126.7044
21255,65,136,E,23,N,0.0,166.9434,167.18055
21256,65,137,H,15,N,45.88725,81.1614,26.78265
21257,65,138,D,28,N,106.5288,184.36245,228.4137
21258,65,139,C,33,U,206.71575,198.0228,225.70815
21259,65,140,H,28,N,0.0,78.84855,125.09025
21260,65,141,A,0,U,243.38475,243.48675,243.3363
21261,65,142,C,31,U,194.9169,201.25875,228.61515
21262,65,143,D,14,P,150.59025,189.6741,0.0
21263,65,144,I,32,K,56.59725,38.54325,95.98200000000001
21264,65,145,D,20,N,72.74895,195.1056,164.2506
21265,65,146,D,10,P,206.21085,173.39745,0.0
21266,65,147,E,21,N,9.1596,167.8767,147.47925
21267,65,148,G,2,F,187.0935,32.6706,51.6273
21268,65,149,C,16,N,147.6552,219.912,136.34085
21269,65,150,I,34,J,72.7209,31.9056,86.64135
21270,65,151,D,2,F,238.74375,152.34465,145.62795
21271,65,152,D,35,R,208.5696,159.3036,209.2173
21272,65,153,E,28,N,39.06855,159.02055,214.91145
21273,65,154,G,0,K,97.15755,97.2009,97.13715
21274,65,155,H,9,K,88.5819,69.6711,31.5231
21275,65,156,G,20,N,0.0,116.6064,90.3618
21276,65,157,H,7,R,103.8768,63.0105,17.0595
21277,65,158,B,30,U,223.47435,230.04825,239.9703
21278,65,159,C,7,P,253.878,189.771,113.81925
21279,65,160,C,39,R,247.05165,186.03525,198.28545
21280,65,161,D,19,N,80.67945,194.98575,156.26655
21281,65,162,G,40,F,184.88775,29.9115,85.935
21282,65,163,G,23,N,0.0,112.91145,118.57245
21283,65,164,F,29,N,0.0,129.20085,205.12965
21284,65,165,G,13,N,93.17445,102.51,23.816999999999997
21285,65,166,I,27,K,0.0,55.1208,84.5733
21286,65,167,D,33,R,183.5286,168.54225,211.25985
21287,65,168,H,19,N,0.0,88.9185,60.3381
21288,65,169,F,27,N,13.8618,132.9162,172.00005
21289,65,170,I,24,K,0.0,55.45485,63.6276
21290,65,171,G,14,N,83.70885,104.652,32.5737
21291,65,172,B,29,U,221.10285,230.72655,239.9907
21292,65,173,E,40,F,232.18515,109.47915,132.38835
21293,65,174,C,8,P,255.0,188.4705,0.0
21294,65,175,C,25,N,155.72595,211.89735,218.8716
21295,65,176,E,2,F,235.77555,109.5735,105.96525
21296,65,177,B,13,P,227.6793,236.46915,142.1421
21297,65,178,H,29,N,0.0,76.3827,140.01795
21298,65,179,I,3,F,97.21365,18.79095,28.77165
21299,65,180,E,18,N,0.0,170.9826,118.50105
21300,65,181,E,9,P,186.14745,142.74645,0.0
21301,65,182,I,40,F,94.1562,18.564,53.60865
21302,65,183,G,9,R,120.9873,93.06735,26.39505
21303,65,184,G,34,J,125.9292,77.78775,147.7062
21304,65,185,F,7,P,173.8182,107.96955,0.2295
21305,65,186,D,24,N,101.1891,189.14115,194.5905
21306,65,187,D,7,P,244.6521,155.77695,0.0
21307,65,188,F,26,N,0.0,135.25455,167.68035
21308,65,189,C,29,U,164.9136,206.907,245.13405
21309,65,190,C,38,J,244.26195,186.5274,204.68595
21310,65,191,G,22,N,0.0,113.42399999999999,109.85655
21311,65,192,F,33,J,140.3367,108.4107,180.85365
21312,65,193,D,12,P,184.8087,180.8409,0.0
21313,65,194,I,2,F,97.55535,16.625999999999998,37.66095
21314,65,195,F,15,N,74.42685,138.4395,11.1996
21315,65,196,C,21,N,128.20635,218.78235,197.6658
21316,65,197,E,34,R,170.3757,136.1802,191.352
21317,65,198,I,12,K,50.8572,50.3523,33.62685
21318,65,199,B,17,U,208.95465,236.4972,214.41675
21319,65,200,D,26,N,109.5837,186.49935,207.5394
21320,65,201,C,2,R,252.26895,185.7267,178.7193
21321,65,202,F,17,N,0.0,146.0844,69.9567
21322,65,203,F,37,F,188.6643,85.9962,151.2864
21323,65,204,I,7,K,70.93335,43.1154,17.7582
21324,65,205,G,32,J,101.9847,85.8993,159.96915
21325,65,206,B,15,U,218.8716,234.804,203.53335
21326,65,207,F,38,F,197.07165,82.0641,134.46405
21327,65,208,F,8,R,165.5715,112.5213,0.0
21328,65,209,H,22,N,0.0,83.6247,82.1967
21329,65,210,I,4,R,86.7612,31.6761,26.3925
21330,65,211,E,26,N,29.2536,162.43245,193.69799999999998
21331,65,212,D,6,P,255.0,148.84605,0.0
21332,65,213,D,32,U,174.69795,170.93415,214.6743
21333,65,214,C,13,P,196.3857,212.69295,0.0
21334,65,215,D,36,R,216.60465,156.84795,201.4347
21335,65,216,H,13,K,69.62775,75.95685,31.9464
21336,65,217,C,1,F,251.0322,185.62215,185.46405
21337,65,218,E,12,P,156.7128,153.6936,0.0
21338,65,219,B,20,U,204.33405,236.75475,224.34645
21339,65,220,F,31,J,105.88875,118.2333,189.90615
21340,65,221,B,23,U,204.3417,235.9107,233.07255
21341,65,222,G,33,J,116.35395,81.32715,153.5049
21342,65,223,F,20,N,0.0,143.8506,113.8524
21343,65,224,B,37,U,238.4148,226.34055,231.7338
21344,65,225,F,11,P,137.36085,124.01415,0.0
21345,65,226,H,25,N,0.0,81.9621,101.337
21346,65,227,I,14,K,46.0887,51.43605,37.6533
21347,65,228,I,28,K,0.0,53.74635,86.79435
21348,65,229,C,19,N,133.67355,219.02205,184.7985
21349,65,230,B,2,U,242.94105,225.7107,223.37235
21350,65,231,F,35,J,162.1137,100.8933,165.58425
21351,65,232,G,10,R,114.99225,95.574,20.93295
21352,65,233,E,31,J,135.4509,146.03085,203.0973
21353,65,234,G,18,N,0.0,116.5044,72.08595
21354,65,235,G,30,N,6.68355,98.24895,177.99765
21355,65,236,E,13,P,143.3967,157.4523,0.0
21356,65,237,C,5,R,251.532,188.26395,153.1785
21357,65,238,F,23,N,0.0,139.65075,142.3461
21358,65,239,D,39,F,232.7283,152.7858,171.59715
21359,65,240,H,5,F,120.91845,51.65535,14.29785
21360,65,241,B,35,U,235.52565,226.9347,234.89325
21361,65,242,B,11,P,242.35455,232.13925,140.0154
21362,65,243,I,39,F,92.08305,20.0277,59.6343
21363,65,244,B,26,U,211.293,233.54175,238.8279
21364,65,245,G,3,F,185.21415,38.913000000000004,32.5992
21365,65,246,E,22,N,0.0,167.52225,158.2581
21366,65,247,F,32,J,126.14595,112.74825,186.40755
21367,65,248,I,15,K,34.19295,54.77145,26.2854
21368,65,249,H,21,N,0.0,83.89245,74.6844
21369,65,250,I,33,J,66.5652,34.7769,90.8106
21370,65,251,C,17,N,127.25265,222.0795,155.95035
21371,65,252,B,39,U,240.7047,225.96315,228.1842
21372,65,253,D,21,N,64.9128,195.10305,172.0383
21373,65,254,D,30,J,140.505,177.5616,232.09845
21374,65,255,I,9,K,57.74985,48.1389,32.11725
21375,65,256,E,1,F,234.56175,109.1451,119.39355
21376,65,257,H,27,N,0.0,79.10865,109.8234
21377,65,258,D,11,P,195.17445,177.4341,0.0
21378,65,259,H,4,F,135.18315,36.56955,16.58775
21379,65,260,B,14,U,222.8037,236.07135,172.0995
21380,65,261,E,6,P,218.19075,126.0873,21.02475
21381,65,262,B,33,U,230.97645,227.94705,238.69785
21382,65,263,E,0,K,148.9557,149.0169,148.9251
21383,65,264,C,28,U,173.19855,207.08805,227.6742
21384,65,265,H,17,N,0.0,86.0013,44.96415
21385,65,266,G,5,F,157.4064,72.4455,15.44535
21386,65,267,I,38,J,89.73195,21.58065,65.44575
21387,65,268,D,17,N,73.08555,197.87745,122.60145
21388,65,269,F,36,J,179.8311,90.1374,163.7559
21389,65,270,E,7,P,209.202,131.6769,0.0
21390,65,271,I,19,N,0.0,58.9305,42.55695
21391,65,272,B,28,U,216.94635,231.9123,239.8122
21392,65,273,E,35,R,189.40125,127.5204,192.08385
21393,65,274,B,0,U,229.347,229.42095,229.27815
21394,65,275,E,11,P,166.28805,150.55965,0.0
21395,65,276,G,38,F,166.96635,52.9839,111.91695
21396,65,277,H,26,N,0.0,80.6616,106.2891
21397,65,278,D,4,F,250.9149,148.43295,108.73965
21398,65,279,H,31,N,56.09235,62.3526,151.06965
21399,65,280,F,14,N,105.111,132.7479,23.51355
21400,65,281,G,21,N,0.0,113.6994,99.5418
21401,65,282,E,16,N,50.9031,171.1254,52.8513
21402,65,283,H,6,R,108.45915,60.1086,24.61515
21403,65,284,B,24,U,205.8054,235.33185,235.18395
21404,65,285,C,37,R,239.4756,187.578,213.0423
21405,65,286,B,32,U,229.35975,228.42645,238.8228
21406,65,287,F,9,R,153.66555,117.5805,13.719000000000001
21407,65,288,F,3,F,216.94635,71.80035,53.87385
21408,65,289,D,23,N,100.65105,189.9444,187.4148
21409,65,290,B,6,U,245.7792,225.99885,210.41835
21410,65,291,F,30,N,52.85385,124.80975,205.73655
21411,65,292,C,40,R,249.2013,185.81085,191.5356
21412,65,293,B,19,U,205.14495,236.8032,221.6715
21413,65,294,B,27,U,214.6488,232.5855,239.37615
21414,65,295,G,8,R,127.02825,90.2343,32.7369
21415,65,296,H,33,J,94.3092,53.22105,128.775
21416,65,297,C,9,P,253.8372,193.51695,0.0
21417,65,298,F,2,F,217.65015,69.0744,74.36565
21418,65,299,F,19,N,0.0,143.80725,104.78715
21419,65,300,D,0,U,175.3278,175.38135,175.2717
21420,65,301,F,21,N,0.0,143.91945,123.8637
21421,65,302,B,3,U,243.9228,225.6036,221.13345
21422,65,303,C,30,U,175.542,204.20655,246.65895
21423,65,304,F,13,N,118.0446,129.79755,0.8262
21424,65,305,I,37,J,86.41185,23.83485,71.6142
21425,65,306,C,15,N,156.52155,220.1211,94.0236
21426,65,307,F,25,N,0.0,137.3685,160.03545
21427,65,308,E,33,J,161.3181,138.79905,196.7784
21428,65,309,H,11,K,80.1363,72.88155,28.98075
21429,65,310,E,19,N,0.0,171.2019,128.6271
21430,65,311,G,27,N,0.0,106.48035,147.1044
21431,65,312,I,0,K,49.4445,49.47,49.43175
21432,65,313,I,31,K,39.7749,39.92025,112.03935
21433,65,314,B,38,U,239.73825,226.11615,229.7703
21434,65,315,D,16,N,105.3813,195.5442,96.16815
21435,65,316,F,22,N,0.0,140.16585,133.77555
21436,65,317,H,37,F,124.9092,35.88105,99.27405
21437,65,318,D,5,P,246.75075,151.7097,95.0436
21438,65,319,B,36,U,237.00975,226.6236,233.35305
21439,65,320,F,12,P,129.2391,126.66615,0.0
21440,65,321,F,1,F,216.8061,67.82235,92.63385
21441,65,322,D,29,N,125.45235,180.82305,230.9229
21442,65,323,H,20,N,0.0,86.54700000000001,68.1309
21443,65,324,B,4,U,244.61895,225.59085,218.892
21444,65,325,H,36,J,117.60345,40.80765,109.956
21445,65,326,D,9,P,218.5809,168.27705,0.0
21446,65,327,B,25,U,208.3911,234.4368,237.5019
21447,65,328,H,16,N,33.303000000000004,82.41345,38.5152
21448,65,329,G,7,R,138.4344,84.9558,13.77
21449,65,330,B,22,U,203.8674,236.3799,229.5
21450,66,1,E,29,U,78.57825,154.92015,217.9842
21451,66,2,C,23,U,154.2138,213.16215,209.42385
21452,66,3,F,4,P,219.04245,71.68815,0.0
21453,66,4,I,36,P,73.7664,35.22825,70.8339
21454,66,5,C,20,U,130.28205,218.97615,191.75745
21455,66,6,C,6,P,247.5489,190.59465,144.9879
21456,66,7,E,15,U,90.8871,167.7543,0.0
21457,66,8,H,40,P,136.99365,27.0453,66.23625
21458,66,9,G,6,P,144.14895,81.3144,27.2085
21459,66,10,I,30,U,0.0,49.1589,102.71655
21460,66,11,I,22,C,2.6469,56.049,55.896
21461,66,12,C,11,P,222.7017,204.76755,0.0
21462,66,13,I,18,U,0.0,58.90755,37.9797
21463,66,14,I,26,C,3.79185,54.3609,69.66855
21464,66,15,C,35,P,226.7715,190.9899,226.2615
21465,66,16,C,0,S,202.0212,202.0926,201.9549
21466,66,17,E,3,P,235.4517,111.3075,88.8777
21467,66,18,I,11,C,53.1216,49.71735,32.4564
21468,66,19,E,27,U,59.1498,159.8799,198.4002
21469,66,20,F,16,U,0.0,143.81235,23.50845
21470,66,21,E,39,P,228.47745,110.51700000000001,146.03595
21471,66,22,B,10,S,248.7831,229.95135,141.678
21472,66,23,F,34,U,150.95745,104.90445,174.47355
21473,66,24,H,10,C,84.4407,71.3337,29.74065
21474,66,25,G,24,U,0.0,108.73965,119.82705
21475,66,26,H,30,U,0.0,72.6495,140.6988
21476,66,27,B,5,S,245.7282,225.58575,215.0313
21477,66,28,E,38,P,212.0223,120.41865,156.4017
21478,66,29,D,18,U,88.54875,194.78175,147.7062
21479,66,30,F,6,P,186.915,100.266,0.0
21480,66,31,C,24,U,154.16025,212.66235,214.50345
21481,66,32,E,36,P,198.0942,124.6236,182.20005
21482,66,33,D,15,U,129.32325,192.6372,70.9002
21483,66,34,F,28,U,0.0,132.1461,188.4297
21484,66,35,D,3,P,252.95235,146.0283,124.3023
21485,66,36,I,20,C,0.0,58.9152,47.0577
21486,66,37,E,30,U,102.43095,151.07475,218.6778
21487,66,38,G,39,P,171.1662,50.64555,99.18225
21488,66,39,G,16,U,36.44715,111.5268,41.64915
21489,66,40,E,25,U,0.0,164.7096,185.67315
21490,66,41,H,3,P,147.8643,6.6555,22.19265
21491,66,42,E,10,P,175.9245,147.0024,0.0
21492,66,43,I,29,C,0.10455,51.6069,88.54365
21493,66,44,B,40,S,241.38299999999998,225.88665,226.74345
21494,66,45,E,17,U,33.3948,170.3553,100.1334
21495,66,46,F,0,C,122.85645,122.89215,122.80799999999999
21496,66,47,I,17,C,22.51905,55.8654,38.0562
21497,66,48,E,8,P,199.31055,137.0523,0.0
21498,66,49,D,25,U,103.428,188.1135,201.26895
21499,66,50,I,35,C,70.3239,36.72,74.18715
21500,66,51,H,8,C,99.02925,65.7288,7.9611
21501,66,52,B,16,S,213.34575,235.8393,208.8603
21502,66,53,H,39,P,133.6812,29.7126,77.8362
21503,66,54,G,15,U,58.1553,109.6194,19.8849
21504,66,55,E,24,U,0.0,165.92595,177.0108
21505,66,56,C,4,P,253.59495,186.6855,161.38695
21506,66,57,H,24,U,0.0,82.7475,95.64795
21507,66,58,F,10,P,145.80135,120.87765,0.0
21508,66,59,C,34,S,210.93345,196.9518,223.23465
21509,66,60,I,25,C,0.0,55.01625,66.75135
21510,66,61,H,2,P,138.7863,28.45545,43.04145
21511,66,62,E,32,U,149.5677,142.2543,200.4198
21512,66,63,D,1,P,237.3387,152.27325,154.02
21513,66,64,G,29,U,0.0,101.95155,164.1741
21514,66,65,F,39,P,211.446,69.3192,122.5989
21515,66,66,B,8,S,243.18075,227.6079,202.05435
21516,66,67,C,18,U,137.92695,218.8818,177.77835
21517,66,68,E,37,P,205.1067,122.50965,170.5593
21518,66,69,G,12,U,101.9694,100.09515,17.59245
21519,66,70,C,32,S,201.16185,199.58595,227.1183
21520,66,71,I,1,P,96.2115,17.05185,46.2672
21521,66,72,G,19,U,0.0,116.56305,81.6255
21522,66,73,H,34,P,103.1322,49.13085,123.21855
21523,66,74,C,26,U,160.80555,210.3852,223.16325
21524,66,75,I,16,C,28.2846,55.437,32.3493
21525,66,76,F,5,P,201.17715,89.78295,0.0
21526,66,77,F,24,U,0.0,138.6792,152.19675
21527,66,78,C,36,P,233.46015,189.0927,220.69995
21528,66,79,H,0,C,72.39705,72.4149,72.36135
21529,66,80,G,28,U,0.0,105.67965,162.10605
21530,66,81,E,14,U,127.3011,161.19825,0.0
21531,66,82,D,22,U,56.46465,194.77665,182.47799999999998
21532,66,83,B,9,S,249.56085,227.7864,172.4514
21533,66,84,C,3,P,253.75305,185.81085,170.60775
21534,66,85,F,18,U,0.0,143.61345,94.74015
21535,66,86,D,37,P,234.6153,148.53495,196.42905
21536,66,87,I,13,C,48.1746,51.0051,35.6439
21537,66,88,G,36,P,151.21755,62.46735,138.55425
21538,66,89,J,0,C,38.9028,38.9283,38.8926
21539,66,90,I,23,C,0.14535,55.84245,59.48385
21540,66,91,D,13,U,169.3863,185.2422,0.0
21541,66,92,B,7,S,245.2386,226.58025,206.01705
21542,66,93,G,26,U,0.0,108.78555,142.88925
21543,66,94,I,8,C,60.1239,47.14695,33.39225
21544,66,95,B,18,S,206.70555,236.7012,218.5095
21545,66,96,C,10,P,236.0943,200.4351,0.0
21546,66,97,H,32,U,80.3097,58.51485,135.1602
21547,66,98,G,1,P,186.9966,28.7691,71.34135
21548,66,99,D,34,P,190.3014,166.7037,207.4629
21549,66,100,C,22,U,154.0251,213.73335,203.8878
21550,66,101,H,38,P,130.08315,32.2116,88.4034
21551,66,102,D,31,S,164.6739,173.63715,216.57405
21552,66,103,G,11,C,108.55605,97.95315,17.69445
21553,66,104,D,27,U,118.7943,184.60215,210.96405
21554,66,105,G,35,P,135.30555,74.001,139.995
21555,66,106,B,12,S,236.63235,233.9319,139.8981
21556,66,107,B,34,S,232.3611,227.64105,237.5529
21557,66,108,B,21,U,203.73225,236.68845,226.62105
21558,66,109,G,31,U,76.82895,89.8365,176.7099
21559,66,110,D,8,P,233.2434,161.90205,0.0
21560,66,111,H,14,C,63.6429,77.27775,37.0005
21561,66,112,F,40,P,214.76865,68.04675,107.44425
21562,66,113,I,10,C,55.54155,48.94725,31.83675
21563,66,114,H,23,U,0.0,83.3646,88.72725
21564,66,115,H,1,P,138.55935,26.6679,55.24065
21565,66,116,C,27,U,166.04325,208.9878,225.47355
21566,66,117,I,6,C,73.87095,41.2233,23.15655
21567,66,118,D,38,P,241.38299999999998,146.7882,181.65945
21568,66,119,E,20,U,0.0,171.3906,137.7663
21569,66,120,B,31,S,226.74855,229.1226,239.64135
21570,66,121,E,4,P,243.1323,107.3601,47.22345
21571,66,122,G,17,U,0.0,116.0709,56.42895
21572,66,123,G,25,U,0.0,107.6508,125.4702
21573,66,124,C,14,U,182.39385,215.2455,68.1513
21574,66,125,E,5,P,239.80455,111.6135,0.0
21575,66,126,D,40,P,235.42365,152.42625,162.2718
21576,66,127,I,21,C,6.85695,56.21475,51.1989
21577,66,128,C,12,P,212.18805,208.18200000000002,0.0
21578,66,129,B,1,S,242.1378,225.77445,225.38175
21579,66,130,H,12,C,75.57945,74.3376,29.3046
21580,66,131,H,35,P,110.81025,45.07125,116.7492
21581,66,132,G,4,P,180.3411,48.9039,0.0
21582,66,133,H,18,U,0.0,86.3073,54.71025
21583,66,134,I,5,C,76.12005,39.4893,28.95525
21584,66,135,G,37,P,159.72435,57.3954,126.7044
21585,66,136,E,23,U,0.0,166.9434,167.18055
21586,66,137,H,15,U,45.88725,81.1614,26.78265
21587,66,138,D,28,U,106.5288,184.36245,228.4137
21588,66,139,C,33,S,206.71575,198.0228,225.70815
21589,66,140,H,28,U,0.0,78.84855,125.09025
21590,66,141,A,0,S,243.38475,243.48675,243.3363
21591,66,142,C,31,S,194.9169,201.25875,228.61515
21592,66,143,D,14,U,150.59025,189.6741,0.0
21593,66,144,I,32,C,56.59725,38.54325,95.98200000000001
21594,66,145,D,20,U,72.74895,195.1056,164.2506
21595,66,146,D,10,P,206.21085,173.39745,0.0
21596,66,147,E,21,U,9.1596,167.8767,147.47925
21597,66,148,G,2,P,187.0935,32.6706,51.6273
21598,66,149,C,16,U,147.6552,219.912,136.34085
21599,66,150,I,34,C,72.7209,31.9056,86.64135
21600,66,151,D,2,P,238.74375,152.34465,145.62795
21601,66,152,D,35,P,208.5696,159.3036,209.2173
21602,66,153,E,28,U,39.06855,159.02055,214.91145
21603,66,154,G,0,C,97.15755,97.2009,97.13715
21604,66,155,H,9,C,88.5819,69.6711,31.5231
21605,66,156,G,20,U,0.0,116.6064,90.3618
21606,66,157,H,7,C,103.8768,63.0105,17.0595
21607,66,158,B,30,S,223.47435,230.04825,239.9703
21608,66,159,C,7,P,253.878,189.771,113.81925
21609,66,160,C,39,P,247.05165,186.03525,198.28545
21610,66,161,D,19,U,80.67945,194.98575,156.26655
21611,66,162,G,40,P,184.88775,29.9115,85.935
21612,66,163,G,23,U,0.0,112.91145,118.57245
21613,66,164,F,29,U,0.0,129.20085,205.12965
21614,66,165,G,13,C,93.17445,102.51,23.816999999999997
21615,66,166,I,27,C,0.0,55.1208,84.5733
21616,66,167,D,33,P,183.5286,168.54225,211.25985
21617,66,168,H,19,U,0.0,88.9185,60.3381
21618,66,169,F,27,U,13.8618,132.9162,172.00005
21619,66,170,I,24,C,0.0,55.45485,63.6276
21620,66,171,G,14,U,83.70885,104.652,32.5737
21621,66,172,B,29,S,221.10285,230.72655,239.9907
21622,66,173,E,40,P,232.18515,109.47915,132.38835
21623,66,174,C,8,P,255.0,188.4705,0.0
21624,66,175,C,25,U,155.72595,211.89735,218.8716
21625,66,176,E,2,P,235.77555,109.5735,105.96525
21626,66,177,B,13,S,227.6793,236.46915,142.1421
21627,66,178,H,29,U,0.0,76.3827,140.01795
21628,66,179,I,3,P,97.21365,18.79095,28.77165
21629,66,180,E,18,U,0.0,170.9826,118.50105
21630,66,181,E,9,P,186.14745,142.74645,0.0
21631,66,182,I,40,P,94.1562,18.564,53.60865
21632,66,183,G,9,C,120.9873,93.06735,26.39505
21633,66,184,G,34,U,125.9292,77.78775,147.7062
21634,66,185,F,7,P,173.8182,107.96955,0.2295
21635,66,186,D,24,U,101.1891,189.14115,194.5905
21636,66,187,D,7,P,244.6521,155.77695,0.0
21637,66,188,F,26,U,0.0,135.25455,167.68035
21638,66,189,C,29,S,164.9136,206.907,245.13405
21639,66,190,C,38,P,244.26195,186.5274,204.68595
21640,66,191,G,22,U,0.0,113.42399999999999,109.85655
21641,66,192,F,33,P,140.3367,108.4107,180.85365
21642,66,193,D,12,P,184.8087,180.8409,0.0
21643,66,194,I,2,P,97.55535,16.625999999999998,37.66095
21644,66,195,F,15,U,74.42685,138.4395,11.1996
21645,66,196,C,21,U,128.20635,218.78235,197.6658
21646,66,197,E,34,P,170.3757,136.1802,191.352
21647,66,198,I,12,C,50.8572,50.3523,33.62685
21648,66,199,B,17,S,208.95465,236.4972,214.41675
21649,66,200,D,26,U,109.5837,186.49935,207.5394
21650,66,201,C,2,P,252.26895,185.7267,178.7193
21651,66,202,F,17,U,0.0,146.0844,69.9567
21652,66,203,F,37,P,188.6643,85.9962,151.2864
21653,66,204,I,7,C,70.93335,43.1154,17.7582
21654,66,205,G,32,U,101.9847,85.8993,159.96915
21655,66,206,B,15,S,218.8716,234.804,203.53335
21656,66,207,F,38,P,197.07165,82.0641,134.46405
21657,66,208,F,8,P,165.5715,112.5213,0.0
21658,66,209,H,22,U,0.0,83.6247,82.1967
21659,66,210,I,4,P,86.7612,31.6761,26.3925
21660,66,211,E,26,U,29.2536,162.43245,193.69799999999998
21661,66,212,D,6,P,255.0,148.84605,0.0
21662,66,213,D,32,S,174.69795,170.93415,214.6743
21663,66,214,C,13,U,196.3857,212.69295,0.0
21664,66,215,D,36,P,216.60465,156.84795,201.4347
21665,66,216,H,13,C,69.62775,75.95685,31.9464
21666,66,217,C,1,P,251.0322,185.62215,185.46405
21667,66,218,E,12,P,156.7128,153.6936,0.0
21668,66,219,B,20,S,204.33405,236.75475,224.34645
21669,66,220,F,31,U,105.88875,118.2333,189.90615
21670,66,221,B,23,S,204.3417,235.9107,233.07255
21671,66,222,G,33,P,116.35395,81.32715,153.5049
21672,66,223,F,20,U,0.0,143.8506,113.8524
21673,66,224,B,37,S,238.4148,226.34055,231.7338
21674,66,225,F,11,U,137.36085,124.01415,0.0
21675,66,226,H,25,U,0.0,81.9621,101.337
21676,66,227,I,14,C,46.0887,51.43605,37.6533
21677,66,228,I,28,U,0.0,53.74635,86.79435
21678,66,229,C,19,U,133.67355,219.02205,184.7985
21679,66,230,B,2,S,242.94105,225.7107,223.37235
21680,66,231,F,35,P,162.1137,100.8933,165.58425
21681,66,232,G,10,C,114.99225,95.574,20.93295
21682,66,233,E,31,U,135.4509,146.03085,203.0973
21683,66,234,G,18,U,0.0,116.5044,72.08595
21684,66,235,G,30,U,6.68355,98.24895,177.99765
21685,66,236,E,13,U,143.3967,157.4523,0.0
21686,66,237,C,5,P,251.532,188.26395,153.1785
21687,66,238,F,23,U,0.0,139.65075,142.3461
21688,66,239,D,39,P,232.7283,152.7858,171.59715
21689,66,240,H,5,P,120.91845,51.65535,14.29785
21690,66,241,B,35,S,235.52565,226.9347,234.89325
21691,66,242,B,11,S,242.35455,232.13925,140.0154
21692,66,243,I,39,P,92.08305,20.0277,59.6343
21693,66,244,B,26,S,211.293,233.54175,238.8279
21694,66,245,G,3,P,185.21415,38.913000000000004,32.5992
21695,66,246,E,22,U,0.0,167.52225,158.2581
21696,66,247,F,32,U,126.14595,112.74825,186.40755
21697,66,248,I,15,C,34.19295,54.77145,26.2854
21698,66,249,H,21,U,0.0,83.89245,74.6844
21699,66,250,I,33,U,66.5652,34.7769,90.8106
21700,66,251,C,17,U,127.25265,222.0795,155.95035
21701,66,252,B,39,S,240.7047,225.96315,228.1842
21702,66,253,D,21,U,64.9128,195.10305,172.0383
21703,66,254,D,30,U,140.505,177.5616,232.09845
21704,66,255,I,9,C,57.74985,48.1389,32.11725
21705,66,256,E,1,P,234.56175,109.1451,119.39355
21706,66,257,H,27,U,0.0,79.10865,109.8234
21707,66,258,D,11,P,195.17445,177.4341,0.0
21708,66,259,H,4,P,135.18315,36.56955,16.58775
21709,66,260,B,14,S,222.8037,236.07135,172.0995
21710,66,261,E,6,P,218.19075,126.0873,21.02475
21711,66,262,B,33,S,230.97645,227.94705,238.69785
21712,66,263,E,0,C,148.9557,149.0169,148.9251
21713,66,264,C,28,U,173.19855,207.08805,227.6742
21714,66,265,H,17,U,0.0,86.0013,44.96415
21715,66,266,G,5,P,157.4064,72.4455,15.44535
21716,66,267,I,38,U,89.73195,21.58065,65.44575
21717,66,268,D,17,U,73.08555,197.87745,122.60145
21718,66,269,F,36,P,179.8311,90.1374,163.7559
21719,66,270,E,7,P,209.202,131.6769,0.0
21720,66,271,I,19,C,0.0,58.9305,42.55695
21721,66,272,B,28,S,216.94635,231.9123,239.8122
21722,66,273,E,35,P,189.40125,127.5204,192.08385
21723,66,274,B,0,S,229.347,229.42095,229.27815
21724,66,275,E,11,U,166.28805,150.55965,0.0
21725,66,276,G,38,P,166.96635,52.9839,111.91695
21726,66,277,H,26,U,0.0,80.6616,106.2891
21727,66,278,D,4,P,250.9149,148.43295,108.73965
21728,66,279,H,31,U,56.09235,62.3526,151.06965
21729,66,280,F,14,U,105.111,132.7479,23.51355
21730,66,281,G,21,U,0.0,113.6994,99.5418
21731,66,282,E,16,U,50.9031,171.1254,52.8513
21732,66,283,H,6,C,108.45915,60.1086,24.61515
21733,66,284,B,24,S,205.8054,235.33185,235.18395
21734,66,285,C,37,P,239.4756,187.578,213.0423
21735,66,286,B,32,S,229.35975,228.42645,238.8228
21736,66,287,F,9,P,153.66555,117.5805,13.719000000000001
21737,66,288,F,3,P,216.94635,71.80035,53.87385
21738,66,289,D,23,U,100.65105,189.9444,187.4148
21739,66,290,B,6,S,245.7792,225.99885,210.41835
